Loyalty Number,Year,Month,Total Flights,Distance,Points Accumulated,Points Redeemed,Dollar Cost Points Redeemed,Month Start,Post Enrollment,Months Since Enrollment
100102,2018,7,4,3512,3512.0,0,0,2018-07-01,True,64
100102,2018,8,0,0,0.0,0,0,2018-08-01,True,65
100102,2018,9,2,1780,1780.0,0,0,2018-09-01,True,66
100102,2018,10,3,6435,6435.0,0,0,2018-10-01,True,67
100102,2018,11,4,2432,2432.0,0,0,2018-11-01,True,68
100102,2018,12,4,4636,4636.0,0,0,2018-12-01,True,69
100140,2017,1,2,2500,2500.0,0,0,2017-01-01,True,6
100140,2017,2,0,0,0.0,0,0,2017-02-01,True,7
100140,2017,3,1,1059,1059.0,0,0,2017-03-01,True,8
100140,2017,4,4,5272,5272.0,0,0,2017-04-01,True,9
100140,2017,5,1,674,674.0,0,0,2017-05-01,True,10
100140,2017,6,0,0,0.0,0,0,2017-06-01,True,11
100140,2017,7,1,572,572.0,0,0,2017-07-01,True,12
100140,2017,8,2,4680,4680.0,0,0,2017-08-01,True,13
100140,2017,9,4,3292,3292.0,0,0,2017-09-01,True,14
100140,2017,10,0,0,0.0,0,0,2017-10-01,True,15
100140,2017,11,2,4448,4448.0,0,0,2017-11-01,True,16
100140,2017,12,5,9085,9085.0,0,0,2017-12-01,True,17
100140,2018,1,3,4371,4371.0,0,0,2018-01-01,True,18
100140,2018,2,0,0,0.0,0,0,2018-02-01,True,19
100140,2018,3,3,3195,3195.0,0,0,2018-03-01,True,20
100140,2018,4,0,0,0.0,0,0,2018-04-01,True,21
100140,2018,5,4,4936,4936.0,593,107,2018-05-01,True,22
100140,2018,6,4,8284,8284.0,0,0,2018-06-01,True,23
100140,2018,7,4,7984,7984.0,0,0,2018-07-01,True,24
100140,2018,8,0,0,0.0,0,0,2018-08-01,True,25
100140,2018,9,4,7232,7232.0,0,0,2018-09-01,True,26
100140,2018,10,1,1272,1272.0,0,0,2018-10-01,True,27
100140,2018,11,2,4000,4000.0,0,0,2018-11-01,True,28
100140,2018,12,0,0,0.0,0,0,2018-12-01,True,29
100214,2017,1,0,0,0.0,0,0,2017-01-01,True,17
100214,2017,2,2,3612,3612.0,0,0,2017-02-01,True,18
100214,2017,3,0,0,0.0,0,0,2017-03-01,True,19
100214,2017,4,0,0,0.0,0,0,2017-04-01,True,20
100214,2017,5,0,0,0.0,0,0,2017-05-01,True,21
100214,2017,6,0,0,0.0,459,83,2017-06-01,True,22
100214,2017,7,0,0,0.0,0,0,2017-07-01,True,23
100214,2017,8,0,0,0.0,0,0,2017-08-01,True,24
100214,2017,9,2,3378,3378.0,0,0,2017-09-01,True,25
100214,2017,10,3,4026,4026.0,0,0,2017-10-01,True,26
100214,2017,11,0,0,0.0,402,72,2017-11-01,True,27
100214,2017,12,3,7170,7170.0,0,0,2017-12-01,True,28
100214,2018,1,0,0,0.0,0,0,2018-01-01,True,29
100214,2018,2,0,0,0.0,0,0,2018-02-01,True,30
100214,2018,3,1,1563,1563.0,0,0,2018-03-01,True,31
100214,2018,4,0,0,0.0,0,0,2018-04-01,True,32
100214,2018,5,0,0,0.0,0,0,2018-05-01,True,33
100214,2018,6,2,4166,4166.0,0,0,2018-06-01,True,34
100214,2018,7,0,0,0.0,0,0,2018-07-01,True,35
100214,2018,8,2,3000,3000.0,0,0,2018-08-01,True,36
100214,2018,9,4,6032,6032.0,0,0,2018-09-01,True,37
100214,2018,10,0,0,0.0,0,0,2018-10-01,True,38
100214,2018,11,0,0,0.0,0,0,2018-11-01,True,39
100214,2018,12,3,5289,5289.0,0,0,2018-12-01,True,40
100272,2017,1,0,0,0.0,0,0,2017-01-01,True,36
100272,2017,2,0,0,0.0,0,0,2017-02-01,True,37
100272,2017,3,5,10780,10780.0,393,71,2017-03-01,True,38
100272,2017,4,4,7512,7512.0,0,0,2017-04-01,True,39
100272,2017,5,0,0,0.0,0,0,2017-05-01,True,40
100272,2017,6,5,3955,3955.0,0,0,2017-06-01,True,41
100272,2017,7,2,2796,2796.0,0,0,2017-07-01,True,42
100272,2017,8,0,0,0.0,0,0,2017-08-01,True,43
100272,2017,9,0,0,0.0,0,0,2017-09-01,True,44
100272,2017,10,0,0,0.0,0,0,2017-10-01,True,45
100272,2017,11,1,548,548.0,0,0,2017-11-01,True,46
100272,2017,12,3,2895,2895.0,0,0,2017-12-01,True,47
100272,2018,1,1,707,707.0,0,0,2018-01-01,True,48
100272,2018,2,1,1872,1872.0,0,0,2018-02-01,True,49
100272,2018,3,0,0,0.0,0,0,2018-03-01,True,50
100272,2018,4,0,0,0.0,0,0,2018-04-01,True,51
100272,2018,5,2,3372,3372.0,614,111,2018-05-01,True,52
100272,2018,6,4,4148,4148.0,0,0,2018-06-01,True,53
100272,2018,7,0,0,0.0,0,0,2018-07-01,True,54
100272,2018,8,5,12195,12195.0,0,0,2018-08-01,True,55
100272,2018,9,0,0,0.0,0,0,2018-09-01,True,56
100272,2018,10,1,2297,2297.0,0,0,2018-10-01,True,57
100272,2018,11,3,1920,1920.0,0,0,2018-11-01,True,58
100272,2018,12,0,0,0.0,0,0,2018-12-01,True,59
100301,2017,1,0,0,0.0,0,0,2017-01-01,True,40
100301,2017,2,1,2085,2085.0,0,0,2017-02-01,True,41
100301,2017,3,5,4585,4585.0,0,0,2017-03-01,True,42
100301,2017,4,0,0,0.0,0,0,2017-04-01,True,43
100301,2017,5,4,2556,2556.0,0,0,2017-05-01,True,44
100301,2017,6,6,11400,11400.0,0,0,2017-06-01,True,45
100301,2017,7,3,6951,6951.0,0,0,2017-07-01,True,46
100301,2017,8,2,2496,2496.0,0,0,2017-08-01,True,47
100301,2017,9,3,6948,6948.0,0,0,2017-09-01,True,48
100301,2017,10,2,1046,1046.0,0,0,2017-10-01,True,49
100301,2017,11,3,7128,7128.0,0,0,2017-11-01,True,50
100301,2017,12,2,3856,3856.0,0,0,2017-12-01,True,51
100301,2018,1,1,1127,1127.0,0,0,2018-01-01,True,52
100301,2018,2,1,1451,1451.0,371,67,2018-02-01,True,53
100301,2018,3,0,0,0.0,0,0,2018-03-01,True,54
100301,2018,4,0,0,0.0,0,0,2018-04-01,True,55
100301,2018,5,0,0,0.0,0,0,2018-05-01,True,56
100301,2018,6,0,0,0.0,0,0,2018-06-01,True,57
100301,2018,7,1,1191,1191.0,464,84,2018-07-01,True,58
100301,2018,8,3,6015,6015.0,0,0,2018-08-01,True,59
100301,2018,9,0,0,0.0,0,0,2018-09-01,True,60
100301,2018,10,0,0,0.0,0,0,2018-10-01,True,61
100301,2018,11,1,1425,1425.0,546,98,2018-11-01,True,62
100301,2018,12,3,2589,2589.0,0,0,2018-12-01,True,63
100364,2017,1,0,0,0.0,0,0,2017-01-01,True,20
100364,2017,2,1,1800,1800.0,0,0,2017-02-01,True,21
100364,2017,3,0,0,0.0,0,0,2017-03-01,True,22
100364,2017,4,4,6288,6288.0,559,101,2017-04-01,True,23
100364,2017,5,2,1794,1794.0,0,0,2017-05-01,True,24
100364,2017,6,3,4083,4083.0,0,0,2017-06-01,True,25
100364,2017,7,3,6783,6783.0,0,0,2017-07-01,True,26
100364,2017,8,5,6890,6890.0,0,0,2017-08-01,True,27
100364,2017,9,0,0,0.0,0,0,2017-09-01,True,28
100364,2017,10,2,1648,1648.0,0,0,2017-10-01,True,29
100364,2017,11,0,0,0.0,0,0,2017-11-01,True,30
100364,2017,12,2,3502,3502.0,0,0,2017-12-01,True,31
100364,2018,1,0,0,0.0,0,0,2018-01-01,True,32
100364,2018,2,0,0,0.0,0,0,2018-02-01,True,33
100364,2018,3,0,0,0.0,0,0,2018-03-01,True,34
100364,2018,4,0,0,0.0,0,0,2018-04-01,True,35
100364,2018,5,0,0,0.0,0,0,2018-05-01,True,36
100364,2018,6,4,4036,4036.0,0,0,2018-06-01,True,37
100364,2018,7,0,0,0.0,0,0,2018-07-01,True,38
100364,2018,8,0,0,0.0,0,0,2018-08-01,True,39
100364,2018,9,3,1533,1533.0,0,0,2018-09-01,True,40
100364,2018,10,2,4926,4926.0,0,0,2018-10-01,True,41
100364,2018,11,0,0,0.0,0,0,2018-11-01,True,42
100364,2018,12,2,2672,2672.0,0,0,2018-12-01,True,43
100380,2017,1,0,0,0.0,0,0,2017-01-01,True,51
100380,2017,2,1,953,953.0,0,0,2017-02-01,True,52
100380,2017,3,1,513,513.0,561,101,2017-03-01,True,53
100380,2017,4,1,716,716.0,0,0,2017-04-01,True,54
100380,2017,5,3,1794,1794.0,0,0,2017-05-01,True,55
100380,2017,6,1,616,616.0,0,0,2017-06-01,True,56
100380,2017,7,0,0,0.0,0,0,2017-07-01,True,57
100380,2017,8,3,7278,7278.0,0,0,2017-08-01,True,58
100380,2017,9,0,0,0.0,0,0,2017-09-01,True,59
100380,2017,10,4,8988,8988.0,0,0,2017-10-01,True,60
100380,2017,11,3,5733,5733.0,581,105,2017-11-01,True,61
100380,2017,12,0,0,0.0,0,0,2017-12-01,True,62
100380,2018,1,3,4248,4248.0,0,0,2018-01-01,True,63
100380,2018,2,0,0,0.0,0,0,2018-02-01,True,64
100380,2018,3,1,1933,1933.0,0,0,2018-03-01,True,65
100380,2018,4,0,0,0.0,0,0,2018-04-01,True,66
100380,2018,5,0,0,0.0,0,0,2018-05-01,True,67
100380,2018,6,1,630,630.0,0,0,2018-06-01,True,68
100380,2018,7,0,0,0.0,0,0,2018-07-01,True,69
100380,2018,8,2,3152,3152.0,0,0,2018-08-01,True,70
100380,2018,9,1,836,836.0,0,0,2018-09-01,True,71
100380,2018,10,0,0,0.0,0,0,2018-10-01,True,72
100380,2018,11,4,7928,7928.0,0,0,2018-11-01,True,73
100380,2018,12,4,9952,9952.0,0,0,2018-12-01,True,74
100428,2017,1,2,4606,4606.0,0,0,2017-01-01,True,53
100428,2017,2,1,758,758.0,0,0,2017-02-01,True,54
100428,2017,3,0,0,0.0,0,0,2017-03-01,True,55
100428,2017,4,0,0,0.0,0,0,2017-04-01,True,56
100428,2017,5,4,7252,7252.0,0,0,2017-05-01,True,57
100428,2017,6,0,0,0.0,0,0,2017-06-01,True,58
100428,2017,7,1,1359,1359.0,828,149,2017-07-01,True,59
100428,2017,8,0,0,0.0,0,0,2017-08-01,True,60
100428,2017,9,3,5184,5184.0,0,0,2017-09-01,True,61
100428,2017,10,0,0,0.0,0,0,2017-10-01,True,62
100428,2017,11,0,0,0.0,0,0,2017-11-01,True,63
100428,2017,12,1,1806,1806.0,0,0,2017-12-01,True,64
100428,2018,1,3,7347,7347.0,0,0,2018-01-01,True,65
100428,2018,2,0,0,0.0,0,0,2018-02-01,True,66
100428,2018,3,4,7408,7408.0,0,0,2018-03-01,True,67
100428,2018,4,0,0,0.0,0,0,2018-04-01,True,68
100428,2018,5,1,908,908.0,0,0,2018-05-01,True,69
100428,2018,6,0,0,0.0,0,0,2018-06-01,True,70
100428,2018,7,4,2436,2436.0,0,0,2018-07-01,True,71
100428,2018,8,0,0,0.0,0,0,2018-08-01,True,72
100428,2018,9,3,2979,2979.0,495,89,2018-09-01,True,73
100428,2018,10,2,4232,4232.0,0,0,2018-10-01,True,74
100428,2018,11,3,7071,7071.0,335,60,2018-11-01,True,75
100428,2018,12,3,4935,4935.0,0,0,2018-12-01,True,76
100504,2017,1,0,0,0.0,0,0,2017-01-01,False,-6
100504,2017,2,0,0,0.0,0,0,2017-02-01,False,-5
100504,2017,3,0,0,0.0,0,0,2017-03-01,False,-4
100504,2017,4,0,0,0.0,0,0,2017-04-01,False,-3
100504,2017,5,0,0,0.0,0,0,2017-05-01,False,-2
100504,2017,6,0,0,0.0,0,0,2017-06-01,False,-1
100504,2017,7,0,0,0.0,0,0,2017-07-01,True,0
100504,2017,8,3,3648,3648.0,0,0,2017-08-01,True,1
100504,2017,9,0,0,0.0,0,0,2017-09-01,True,2
100504,2017,10,4,5052,5052.0,0,0,2017-10-01,True,3
100504,2017,11,3,7368,7368.0,0,0,2017-11-01,True,4
100504,2017,12,3,5592,5592.0,0,0,2017-12-01,True,5
100504,2018,1,3,2772,2772.0,0,0,2018-01-01,True,6
100504,2018,2,3,3405,3405.0,0,0,2018-02-01,True,7
100504,2018,3,0,0,0.0,0,0,2018-03-01,True,8
100504,2018,4,0,0,0.0,0,0,2018-04-01,True,9
100504,2018,5,0,0,0.0,0,0,2018-05-01,True,10
100504,2018,6,0,0,0.0,0,0,2018-06-01,True,11
100504,2018,7,0,0,0.0,0,0,2018-07-01,True,12
100504,2018,8,0,0,0.0,0,0,2018-08-01,True,13
100504,2018,9,0,0,0.0,0,0,2018-09-01,True,14
100504,2018,10,0,0,0.0,0,0,2018-10-01,True,15
100504,2018,11,0,0,0.0,0,0,2018-11-01,True,16
100504,2018,12,0,0,0.0,0,0,2018-12-01,True,17
100550,2017,1,1,990,990.0,0,0,2017-01-01,True,47
100550,2017,2,2,3388,3388.0,0,0,2017-02-01,True,48
100550,2017,3,2,1436,1436.0,0,0,2017-03-01,True,49
100550,2017,4,1,2037,2037.0,0,0,2017-04-01,True,50
100550,2017,5,5,3840,3840.0,0,0,2017-05-01,True,51
100550,2017,6,0,0,0.0,0,0,2017-06-01,True,52
100550,2017,7,5,2750,2750.0,0,0,2017-07-01,True,53
100550,2017,8,3,2634,2634.0,0,0,2017-08-01,True,54
100550,2017,9,0,0,0.0,0,0,2017-09-01,True,55
100550,2017,10,4,2704,2704.0,431,78,2017-10-01,True,56
100550,2017,11,0,0,0.0,0,0,2017-11-01,True,57
100550,2017,12,0,0,0.0,0,0,2017-12-01,True,58
100550,2018,1,3,5175,5175.0,0,0,2018-01-01,True,59
100550,2018,2,3,1716,1716.0,0,0,2018-02-01,True,60
100550,2018,3,3,6018,6018.0,0,0,2018-03-01,True,61
100550,2018,4,1,1369,1369.0,0,0,2018-04-01,True,62
100550,2018,5,1,1589,1589.0,0,0,2018-05-01,True,63
100550,2018,6,1,777,777.0,0,0,2018-06-01,True,64
100550,2018,7,5,11360,11360.0,0,0,2018-07-01,True,65
100550,2018,8,0,0,0.0,683,123,2018-08-01,True,66
100550,2018,9,0,0,0.0,0,0,2018-09-01,True,67
100550,2018,10,2,3904,3904.0,0,0,2018-10-01,True,68
100550,2018,11,0,0,0.0,0,0,2018-11-01,True,69
100550,2018,12,0,0,0.0,0,0,2018-12-01,True,70
100585,2017,1,3,3729,3729.0,461,83,2017-01-01,True,38
100585,2017,2,4,9380,9380.0,0,0,2017-02-01,True,39
100585,2017,3,2,3810,3810.0,0,0,2017-03-01,True,40
100585,2017,4,0,0,0.0,499,90,2017-04-01,True,41
100585,2017,5,1,818,818.0,0,0,2017-05-01,True,42
100585,2017,6,0,0,0.0,0,0,2017-06-01,True,43
100585,2017,7,3,1956,1956.0,0,0,2017-07-01,True,44
100585,2017,8,1,1308,1308.0,0,0,2017-08-01,True,45
100585,2017,9,4,7932,7932.0,0,0,2017-09-01,True,46
100585,2017,10,1,831,831.0,0,0,2017-10-01,True,47
100585,2017,11,0,0,0.0,0,0,2017-11-01,True,48
100585,2017,12,2,4934,4934.0,0,0,2017-12-01,True,49
100585,2018,1,0,0,0.0,0,0,2018-01-01,True,50
100585,2018,2,0,0,0.0,0,0,2018-02-01,True,51
100585,2018,3,4,4816,4816.0,605,109,2018-03-01,True,52
100585,2018,4,0,0,0.0,0,0,2018-04-01,True,53
100585,2018,5,5,9760,9760.0,0,0,2018-05-01,True,54
100585,2018,6,0,0,0.0,0,0,2018-06-01,True,55
100585,2018,7,5,11710,11710.0,832,150,2018-07-01,True,56
100585,2018,8,0,0,0.0,0,0,2018-08-01,True,57
100585,2018,9,2,4564,4564.0,0,0,2018-09-01,True,58
100585,2018,10,0,0,0.0,0,0,2018-10-01,True,59
100585,2018,11,0,0,0.0,0,0,2018-11-01,True,60
100585,2018,12,4,2564,2564.0,0,0,2018-12-01,True,61
100590,2018,2,0,0,0.0,0,0,2018-02-01,False,-1
100590,2018,3,0,0,0.0,0,0,2018-03-01,True,0
100590,2018,4,0,0,0.0,0,0,2018-04-01,True,1
100590,2018,5,4,6504,9756.0,0,0,2018-05-01,True,2
100590,2018,6,12,15276,22914.0,0,0,2018-06-01,True,3
100590,2018,7,12,9168,13752.0,0,0,2018-07-01,True,4
100590,2018,8,0,0,0.0,0,0,2018-08-01,True,5
100590,2018,9,0,0,0.0,0,0,2018-09-01,True,6
100590,2018,10,0,0,0.0,512,92,2018-10-01,True,7
100590,2018,11,0,0,0.0,0,0,2018-11-01,True,8
100590,2018,12,0,0,0.0,0,0,2018-12-01,True,9
100642,2017,1,0,0,0.0,0,0,2017-01-01,True,56
100642,2017,2,0,0,0.0,0,0,2017-02-01,True,57
100642,2017,3,2,3802,3802.0,0,0,2017-03-01,True,58
100642,2017,4,1,777,777.0,0,0,2017-04-01,True,59
100642,2017,5,0,0,0.0,0,0,2017-05-01,True,60
100642,2017,6,4,7904,7904.0,0,0,2017-06-01,True,61
100642,2017,7,1,2246,2246.0,502,90,2017-07-01,True,62
100642,2017,8,4,3144,3144.0,0,0,2017-08-01,True,63
100642,2017,9,4,8348,8348.0,0,0,2017-09-01,True,64
100642,2017,10,3,5052,5052.0,0,0,2017-10-01,True,65
100642,2017,11,2,2646,2646.0,0,0,2017-11-01,True,66
100642,2017,12,0,0,0.0,0,0,2017-12-01,True,67
100642,2018,1,1,1427,1427.0,0,0,2018-01-01,True,68
100642,2018,2,0,0,0.0,0,0,2018-02-01,True,69
100642,2018,3,0,0,0.0,0,0,2018-03-01,True,70
100642,2018,4,1,1931,1931.0,0,0,2018-04-01,True,71
100642,2018,5,0,0,0.0,0,0,2018-05-01,True,72
100642,2018,6,2,4636,4636.0,0,0,2018-06-01,True,73
100642,2018,7,2,3320,3320.0,0,0,2018-07-01,True,74
100642,2018,8,4,4080,4080.0,0,0,2018-08-01,True,75
100642,2018,9,0,0,0.0,0,0,2018-09-01,True,76
100642,2018,10,4,3328,3328.0,0,0,2018-10-01,True,77
100642,2018,11,1,745,745.0,0,0,2018-11-01,True,78
100642,2018,12,0,0,0.0,0,0,2018-12-01,True,79
100644,2017,1,0,0,0.0,0,0,2017-01-01,True,18
100644,2017,2,0,0,0.0,0,0,2017-02-01,True,19
100644,2017,3,4,4220,4220.0,556,100,2017-03-01,True,20
100644,2017,4,0,0,0.0,0,0,2017-04-01,True,21
100644,2017,5,2,4638,4638.0,365,66,2017-05-01,True,22
100644,2017,6,6,12336,12336.0,0,0,2017-06-01,True,23
100644,2017,7,0,0,0.0,0,0,2017-07-01,True,24
100644,2017,8,4,9120,9120.0,0,0,2017-08-01,True,25
100644,2017,9,1,2499,2499.0,0,0,2017-09-01,True,26
100644,2017,10,0,0,0.0,0,0,2017-10-01,True,27
100644,2017,11,0,0,0.0,0,0,2017-11-01,True,28
100644,2017,12,1,1315,1315.0,0,0,2017-12-01,True,29
100644,2018,1,2,1672,1672.0,0,0,2018-01-01,True,30
100644,2018,2,0,0,0.0,0,0,2018-02-01,True,31
100644,2018,3,0,0,0.0,0,0,2018-03-01,True,32
100644,2018,4,0,0,0.0,0,0,2018-04-01,True,33
100644,2018,5,2,2394,2394.0,0,0,2018-05-01,True,34
100644,2018,6,0,0,0.0,0,0,2018-06-01,True,35
100644,2018,7,0,0,0.0,0,0,2018-07-01,True,36
100644,2018,8,1,511,511.0,712,128,2018-08-01,True,37
100644,2018,9,2,1800,1800.0,0,0,2018-09-01,True,38
100644,2018,10,2,1214,1214.0,0,0,2018-10-01,True,39
100644,2018,11,2,4220,4220.0,0,0,2018-11-01,True,40
100644,2018,12,0,0,0.0,644,116,2018-12-01,True,41
100646,2017,1,0,0,0.0,0,0,2017-01-01,True,15
100646,2017,2,0,0,0.0,0,0,2017-02-01,True,16
100646,2017,3,0,0,0.0,0,0,2017-03-01,True,17
100646,2017,4,3,1695,1695.0,0,0,2017-04-01,True,18
100646,2017,5,1,802,802.0,0,0,2017-05-01,True,19
100646,2017,6,0,0,0.0,0,0,2017-06-01,True,20
100646,2017,7,0,0,0.0,0,0,2017-07-01,True,21
100646,2017,8,4,6656,6656.0,0,0,2017-08-01,True,22
100646,2017,9,0,0,0.0,0,0,2017-09-01,True,23
100646,2017,10,3,7491,7491.0,0,0,2017-10-01,True,24
100646,2017,11,0,0,0.0,0,0,2017-11-01,True,25
100646,2017,12,1,801,801.0,0,0,2017-12-01,True,26
100646,2018,1,1,2006,2006.0,0,0,2018-01-01,True,27
100646,2018,2,0,0,0.0,0,0,2018-02-01,True,28
100646,2018,3,0,0,0.0,0,0,2018-03-01,True,29
100646,2018,4,3,7125,7125.0,0,0,2018-04-01,True,30
100646,2018,5,0,0,0.0,0,0,2018-05-01,True,31
100646,2018,6,6,4908,4908.0,0,0,2018-06-01,True,32
100646,2018,7,2,3940,3940.0,559,101,2018-07-01,True,33
100646,2018,8,2,2882,2882.0,0,0,2018-08-01,True,34
100646,2018,9,2,1538,1538.0,0,0,2018-09-01,True,35
100646,2018,10,1,564,564.0,0,0,2018-10-01,True,36
100646,2018,11,1,1307,1307.0,0,0,2018-11-01,True,37
100646,2018,12,0,0,0.0,0,0,2018-12-01,True,38
100727,2017,1,3,1632,1632.0,0,0,2017-01-01,True,34
100727,2017,2,0,0,0.0,0,0,2017-02-01,True,35
100727,2017,3,0,0,0.0,0,0,2017-03-01,True,36
100727,2017,4,1,1137,1137.0,0,0,2017-04-01,True,37
100727,2017,5,4,9000,9000.0,425,77,2017-05-01,True,38
100727,2017,6,0,0,0.0,0,0,2017-06-01,True,39
100727,2017,7,4,7876,7876.0,0,0,2017-07-01,True,40
100727,2017,8,3,3621,3621.0,0,0,2017-08-01,True,41
100727,2017,9,3,4254,4254.0,0,0,2017-09-01,True,42
100727,2017,10,0,0,0.0,0,0,2017-10-01,True,43
100727,2017,11,0,0,0.0,0,0,2017-11-01,True,44
100727,2017,12,3,7362,7362.0,0,0,2017-12-01,True,45
100727,2018,1,4,8672,8672.0,0,0,2018-01-01,True,46
100727,2018,2,2,4180,4180.0,0,0,2018-02-01,True,47
100727,2018,3,1,2013,2013.0,468,84,2018-03-01,True,48
100727,2018,4,0,0,0.0,324,58,2018-04-01,True,49
100727,2018,5,4,3252,3252.0,0,0,2018-05-01,True,50
100727,2018,6,6,4632,4632.0,0,0,2018-06-01,True,51
100727,2018,7,4,7000,7000.0,0,0,2018-07-01,True,52
100727,2018,8,2,4298,4298.0,0,0,2018-08-01,True,53
100727,2018,9,0,0,0.0,353,64,2018-09-01,True,54
100727,2018,10,2,3494,3494.0,0,0,2018-10-01,True,55
100727,2018,11,0,0,0.0,0,0,2018-11-01,True,56
100727,2018,12,2,3170,3170.0,0,0,2018-12-01,True,57
100737,2017,1,0,0,0.0,0,0,2017-01-01,False,-3
100737,2017,2,0,0,0.0,0,0,2017-02-01,False,-2
100737,2017,3,0,0,0.0,0,0,2017-03-01,False,-1
100737,2017,4,0,0,0.0,0,0,2017-04-01,True,0
100737,2017,5,0,0,0.0,0,0,2017-05-01,True,1
100737,2017,6,4,7240,7240.0,0,0,2017-06-01,True,2
100737,2017,7,4,2468,2468.0,0,0,2017-07-01,True,3
100737,2017,8,3,1995,1995.0,0,0,2017-08-01,True,4
100737,2017,9,0,0,0.0,0,0,2017-09-01,True,5
100737,2017,10,3,1734,1734.0,555,100,2017-10-01,True,6
100737,2017,11,4,9892,9892.0,0,0,2017-11-01,True,7
100737,2017,12,0,0,0.0,0,0,2017-12-01,True,8
100737,2018,1,2,4732,4732.0,493,89,2018-01-01,True,9
100737,2018,2,3,2046,2046.0,0,0,2018-02-01,True,10
100737,2018,3,0,0,0.0,0,0,2018-03-01,True,11
100737,2018,4,2,3642,3642.0,0,0,2018-04-01,True,12
100737,2018,5,3,3213,3213.0,0,0,2018-05-01,True,13
100737,2018,6,4,4868,4868.0,0,0,2018-06-01,True,14
100737,2018,7,5,11740,11740.0,0,0,2018-07-01,True,15
100737,2018,8,4,4888,4888.0,760,137,2018-08-01,True,16
100737,2018,9,2,1818,1818.0,549,99,2018-09-01,True,17
100737,2018,10,1,1049,1049.0,0,0,2018-10-01,True,18
100737,2018,11,3,5505,5505.0,0,0,2018-11-01,True,19
100737,2018,12,0,0,0.0,0,0,2018-12-01,True,20
100753,2017,1,2,1840,1840.0,0,0,2017-01-01,True,15
100753,2017,2,3,1608,1608.0,0,0,2017-02-01,True,16
100753,2017,3,5,8060,8060.0,0,0,2017-03-01,True,17
100753,2017,4,3,1536,1536.0,0,0,2017-04-01,True,18
100753,2017,5,0,0,0.0,0,0,2017-05-01,True,19
100753,2017,6,5,7120,7120.0,0,0,2017-06-01,True,20
100753,2017,7,4,6488,6488.0,0,0,2017-07-01,True,21
100753,2017,8,3,3015,3015.0,0,0,2017-08-01,True,22
100753,2017,9,3,2475,2475.0,0,0,2017-09-01,True,23
100753,2017,10,4,5732,5732.0,340,61,2017-10-01,True,24
100753,2017,11,3,2046,2046.0,0,0,2017-11-01,True,25
100753,2017,12,1,1328,1328.0,0,0,2017-12-01,True,26
